19970089,제리맥과이어,Jerry Maguire,드라마,미국,19970201,카메론 크로우,http://cfile189.uf.daum.net/C110x160/116F1B10ABDB51BE424CCF,스포츠 에이전시의 매니저인 제리(톰 크루즈)는 모두가 인정하는 실력자로 출세가도를 달리던 그는 회사는 방대한 고객의 유치에만 신경쓸 것이 아니라 소수정예의 고객을 대상으로 진정으로 고객에게 관심을 가져야 하며 진실로 중요한 것은 돈이 아니라 인간이라는 점에 요지를 둔 리포트를 제출했다. 리포트를 제출하자마자 제리는 해고를 당하게 되고 자신과 같이 일할 동료들을 찾지만 모두 그에게 냉담하다. 단 한사람 도로시(르네 젤웨거) 만이 제리와 함께 한다. 언제나 승부욕에만 집착하던 제리는 도로시를 통해 진정한 사랑과 삶의 자세를 알게 된다. 회사를 나온 제리는 예전에 자신이 관리를 해주던 로드(큐바 구딩 주니어)만의 매니저가 되는데...,톰 크루즈,쿠바 구딩 주니어,르네 젤위거,켈리 프레스톤,
20058729,원피스 6기 극장판 : 오마츠리 남작과 비밀의 섬,One Piece: Baron Omatsuri and the Secret Island,애니메이션,일본,20050305,호소다 마모루,http://cfile189.uf.daum.net/C110x160/110D7C10AD6487EA7B627E,바다에 떠 있는 유리병 속에 꽃과 보석상자 등이 잔뜩 그려진 오마츠리섬의 지도와 ‘당신은 그랜드 라인을 항해하는 1억 명 중에서 뽑힌 행운의 해적입니다!’라는 편지가 함께 들어 있는 것을 발견한 밀짚모자 해적단. 당연히 오마츠리섬으로 방향을 틀고 그곳으로 향하는데 루피 일행이 도착한 오마츠리섬은 너무나도 평범한 섬이다. 루피 일행의 앞에 갑자기 등에 꽃을 피우고 있는 오마츠리 남작이 나타난다. 지옥의 시련을 견디면 보물을 주겠다고 제안하는 남작의 말에 루피는 선선히 수락하지만 기장천외한 캐릭터들의 이상한 공격으로 밀짚모자 해적단 일행들이 하나씩 사라지는 최악의 상황 속에 빠져들게 된다.,이케마츠 소스케,타나카 마유미,나카이 카즈야,야마구치 캇페이,
19800094,1941,1941,코미디,미국,19800726,스티븐 스필버그,http://cfile89.uf.daum.net/C110x160/11110210A9164ABA0B614D,"1941년 12월 7일, 일본 제국주의 함대(the Imperial Japanese Fleet)가 진주만(Pearl Harbor)의 해군기지를 기습한다. 그로 인해 미국은 제2차 세계대전에 휘말리게 된다. 미국 시민들은 이에 충격과 분노를 느끼게 되고 서해안 지역에서는 캘리포니아주가 일본의 제2의 공격 목표란 소문이 떠돌면서 시민들이 공포에 시달리게 된다. 조셉 스틸웰 장군(Major General Joseph W. Stilwell)은 제3육군부대 사령관으로 남부 캘리포니아 지역의 방위 책임자다. 육군과 해군, 대공 포대는 작전에 돌입하고 민간 방위체제도 활동을 개시한다. 남북전쟁 이후 최초로 미국 시민들은 언제 어디서 어떤 규모로 공격해 올 지 모르는 적을 상대로 조국을 지키기 위해 전투에 임하게 된다.1941년 일본 해군의 진주만 공격으로 '희극'은 벌어진다. 일본군 잠수함 함장인 미티무라 중령은 미국의 헐리우드를 공격하여 전공을 세울 생각으로 LA로 잠입한다. LA의 어느 더러운 식당에서 친구인 데니스와 종업원으로 일하는 윌리는 곧 있을 댄스 파티에서 댄스 시합이 있다는 것을 알고 춤 연습에 여념이 없다. 윌리는 식당 손님으로 온 트리병장의 대원인 시타스키, 폴리, 리스, 힌쇼 등과 싸움을 하게 되고, 특히 시타스키와는 원수처럼 된다. 전재의 발발로 젊은 여성은 USO 즉 위문단에 입단하여 군인들의 사기 앙양을 위해서 힘쓰게 되는데 베티와 그녀의 친구인 맥신도 입단한다. 그런데 예정됐던 댄스 파티에는 민간인 출입이 금지되자 윌리는 초조해진다. 그런데 시타스키는 첫 눈에 베티에게 반하고, 맥신은 시타스키에 반한다. 윌리와 시타스키는 베티를 사이에 두고 계속 싸우게 된다. 한편, 중년층은 민방위에 동원되어 해변에 집을 가진 베티의 아버지, 워드와 어머니 조운, 그리고 남동생 셋도, 이 민방위의 와중에 휘말린다. 이 일대의 사령관은 스틸웰 장군, 부관인 버크헤드는 전쟁은 아랑곳없이 장군의 여비서 도니를 탐낸다. LA 해변에 접근한 미타무리의 잠수함, 그리고 켈소라는 미친 조종사와 버크헤드의 항공기 출현으로 아수리장이 되는 LA. 이 소용돌이 속에서 윌리 스타스키, 베티 등이 요란한 ""희극""의 주인공이 되어 법석을 떤다. 민방위에 동원된 클로드와 앤젤로, 드디어 무대는 일본 잠수함과 대치하는 워드의 집으로 옮겨진다. 댕크로 달려온 트리병장의 대원들 속에 윌리도 끼어있다. 미타무라의 공격으로 집과 탱크가 모두 날아간다. 잠수함은 귀환길에 오르고 폐허가 된 워드의 집과 탈진한 등장 인물들, 윌리는 잠수하는 잠수함을 보고 침몰한 걸로 생각한다. 1941년 전쟁의 벽두, LA에서는",팀 매더슨,워렌 오테스,미후네 도시로,로버트 스탁,
20070303,조디악,Zodiac,범죄,미국,20070815,데이빗 핀처,http://cfile189.uf.daum.net/C110x160/111C2F174B6FEDE43E5B98,"“신문 1면에 이 암호를 내보내라. 이 암호는 곧 내 신원이다.오후까지 암호를 신문에 내지 않으면 오늘 밤부터 무차별적인 살인을 저지를 것이다. 주말 내내 밤거리를 누비며 12명을 죽일 것이다.” -1969년 8월 1일, 조디악 킬러의 첫 번째 편지1969년 8월 1일, 샌프란시스코의 3대 신문사인 샌프란시스코 크로니클, 샌프란시스코 이그재미너, 발레호 타임즈 헤럴드 앞으로 한 통의 편지가 배달된다.“친애하는 편집장께, 살인자가 보내는 바요…”라는 문장으로 시작하는 이 편지에는 1968년 12월 20일 허만 호숫가에서 총에 맞아 살해된 연인, 1969년 7월 4일 블루 락 스프링스 골프코스에서 난사 당해 연인 중 남자만 살아남았던 사건이 자세하게 서술되어 있었다. 그가 편지에 적힌 단서들은 사건을 조사한 사람 혹은 범인만이 알 수 있는 사실이었다.신문사의 업무는 일대 마비가 된다. 희대의 살인마 잭 더 리퍼 이후 언론에 편지를 보내 자신의 신원에 대한 단서를 던지며 경찰을 조롱하는 살인범은 처음이기 때문. 범인은 함께 동봉한 암호문을 신문에 공개하지 않으면 살인을 계속하겠다고 협박한다. 그리스어, 모스 부호, 날씨 기호, 알파벳, 해군 수신호, 점성술 기호 등 온갖 암호로 뒤범벅된 이 암호문을 풀기 위해 CIA와 FBI, NIA, 해군정보부, 국가안전보장국의 전문가들이 동원되지만 풀리지 않았다. 신문에 게재된 이후 어느 고등학교의 교사 부부가 암호를 풀어 범인에 대한 실마리를 제공한다. 이어 샌프란시스코 크로니클의 삽화가이자 암호광인 로버트 그레이스미스(제이크 질렌할)가 1932년에 만들어진 영화 <가장 위험한 게임(The Most Dangerous Game)>을 참조해 살인의 숨겨진 동기를 해독하게 된다. 경찰은 범인이 자신의 별명을 ‘조디악’이라고 밝히자 그를 ‘조디악 킬러’라고 명명하고 수사에 착수한다. 조디악 킬러의 편지와 협박이 이어지는 가운데, 1969년 9월 27일 나파 카운티에서 젊은 연인이 두건을 쓰고 총과 칼로 무장한 채 나타난 조디악 킬러에게 습격 당해 여자는 칼에 찔려 살해되고 남자는 죽음의 문턱에서 살아남는 사건이 발생한다. 한 달 후인 10월 11일, 프레시디오 하이츠 부근에서 택시운전사가 총에 맞아 사망하고 3일 후 조디악은 이 역시 자신의 짓이라며 택시운전사의 셔츠조각과 함께 다섯 번 째 편지를 보낸다. 그러나 그 편지는 이제껏 보낸 어떤 편지보다도 끔찍하고 섬뜩한 내용을 담고 있었다. 사건 당일 경찰이 자신을 검거할 수 있었을 뿐만 아니라, 다음에는 스쿨버스에서 내리는 학생",제이크 질렌할,,,,
20048694,라이트닝 인 어 보틀,Lightning In A Bottle,다큐멘터리,미국,20041022,안톤 후쿠아,http://cfile189.uf.daum.net/C110x160/1250CF204AE970FD96BB87,"ONE NIGHT IN NEW YORK, HISTORY WAS MADE... ""라이트닝 인 어 보틀:블루스의 밤""의 최고의 감동은 대중뿐만 아니라 뮤지션들 사이에도 흥건했으며 한 세대를 풍미하는 최고의 블루스 콘서트 영상이 될 것이다. - Hollywood Reporter 뉴욕의 라디오 시티 뮤직홀에서 블루스계의 거장들이 모여 블루스의 역사를 소개해준다. 비비킹, 보니 레트, 스티븐 타일러, 메이시 그레이등의 당대 최고의 뮤지션들이 모여 라디오 시티 홀을 가득 메운 그들의 열정뿐만 아니라 뮤지션들 각자 서로를 아끼며 각자의 재능을 존경하는 블루스계의 역사의 한장면을 연출한다. 마틴스콜세지와 안톤 후쿠아 감독 그리고 알렉스 기브니, 마가렛 버드가 만들어낸 블루스계의 바이블! 병속에서의 번개를 보는 것과 같은 경이로움을 선사한다. 2003년 2월, 뉴욕의 라디오 시티 뮤직홀에는 수천명의 관객들이 역사적인 블루스 트리뷰트 공연을 보기위해 모여들었다. 자선 콘서트에는 블루스의 왕 버디 가이 그리고 비비 킹 뿐만 아니라 보니 레트의 후계자 격인 모스데프와 인디아 아리, 메이시 그레이 등이 출연한다. 이 역사적인 라이트닝 인 어 보틀:블루스의 밤의 다큐멘터리에는 기념비적인 블르수 넘버들이 수록되어 있으며, 감독인 안토니 후쿠아와 함께 마틴 스콜세지의 총 제작감독, 알렉스 기브니가 모여 세기 최고의 콘서트 장면을 연출하였다. 아프리카 선조 흑인에서부터 시작된 블루스가 아메리카 대륙으로 옮겨지고 미국 남부 농토에서 정착·변모하는 과정을 뮤지션들의 경험담과 음악을 통해 묘사했다. 블루스는 오늘날 전세계 음악 마니아들로부터 서글픈 음율과 감동을 자아내고 있다는데 큰 의의를 달고 있다. ""라이트닝 인 어 보틀:블루스의 밤""은 리허설 장면에서 백스테이지의 자연스러운 모습 그리고 콘서트 장면등 콘서트에 관련된 모든 장면을 보여준다. 50여명의 걸출한 뮤지션들과 함께하는 블루스의 향연은 눈을 뗄 수 없는 환상의 조화를 보여준다. 지금으로부터 우리는 ""라이트닝 인 어 보틀:블루스의 밤""의 무대의 관객이되어 그시간 속으로 빠져들게된다. 블루스의 근원이되는 1950년~60년의 시카고와 멤피스로 콘서트의 일부가 되어 블루스의 역사기행을 떠나보자. 모든 음악의 근원이 되는 블루스는 다양한 쟝르의 음악을 파생시켜왔다. 다양한 쟝르의 세대의 뮤지션들이 탄생했지만 그들 음악의 근원이 되는 블루스는 영원히 그들곁에 함께 할 것이다. 블루스 뮤지션들의 인종 차별과 빈곤의 고통이 하나의 훌륭한 음악적인 영감으로 변화되는 과정을 통해 보여주게된",스티븐 타일러,그레그 알만,제임스 블러드 울머,클레어런스 게이트머스 브라운,
20030089,브루스 올마이티,Bruce Almighty,코미디,미국,20030711,톰 새디악,http://cfile189.uf.daum.net/C110x160/12110210A90B2E57EB198A,"창조주가 지쳤다.그래서 1주일간 휴가를 가기로 했다!그럼 말썽 많고 탈 많은 세상은 누가 지키나?!창조주가 불평분자 브루스를 불러다가 직무대행을 맡긴다.""네가 나한테 그토록 불만이면 세상을 어디 네 멋대로 해봐!"" 신의 힘을 갖는 건 그야말로 신나는 일! 믿지 못 하겠다면 브루스 놀란(짐 캐리)에게 물어 보라! 브루스는 알고 있다!브루스는 뉴욕, 버펄로 지방 방송국의 뉴스 리포터. 재미있고 소박한 이웃들 얘기를 단골로 맡아 재미있는 입담으로 사람들을 즐겁게 해주지만 정작 자신은 자신에게 주어지는 별 볼일 없는 취재거리가 늘 불만이다. 곧 은퇴할 앵커의 후임이나, 적어도 극적인 사건의 현장을 전하는 게 그의 꿈. 자신의 모습에 대해 하나부터 열까지 모두 불만인 그는 쉴새 없이 신에게 불만을 쏟아놓는다. 유아원을 운영하는 브루스의 여자친구 그레이스(제니퍼 애니스톤)는 반대로, 자신의 삶에 만족하고, 늘 툴툴거리기만 하는 브루스를 변함없이 받아주고 사랑한다. 브루스의 꿈이 월터 크론카이트 같은 대 앵커가 되는 것이라면, 그레이스는 매일매일 작은 일로 세상에 도움을 주려는 소박하고 따뜻한 마음을 가지고 있다.그러던 어느 날 브루스에게 기회가 찾아온다. 나이아가라 폭포의 유명한 “Maid of the Mist (안개 속의 처녀)”호의 23주년 기념일 취재를 맡게 된 것. 하지만 방송 직전, 브루스는 공석으로 알고 있던 앵커 자리가 그와 늘 으르렁거리는 왕재수 라이벌에게 돌아갔다는 것을 알게 되자, 수 백만 시청자 앞에서 정신없이 욕을 퍼붓는다. 방송국에서 쫓겨난 건 불 보듯 뻔한 일. 하지만 바로 그날 설상가상으로 브루스는 건달들에게 몰매를 맞고, 차가 엉망이 되고, 재수 없어도 오부지게 없는 일들만 반복된다. 화가 나 폭발하기 일보직전엔 브루스는 하늘을 향해 삿대질을 해대며, 자신의 불행은 신 탓이라며 원망한다. 이때 삐삐가 울리고 번호 하나가 찍힌다. 몇 번을 무시한 끝에 그 정체 모를 번호에 전화를 걸게 된 브루스는 “Omni Presents 사”라는 이상한 낡은 건물로 향하게 되고, 거기서 정체불명의 청소부(모건 프리먼)을 만난다. 그런데 그 청소부는 놀랍게도 브루스에게 자신이 신이라고 소개한다. 브루스의 원망에 응답해 모습을 나타낸 신은, 이 열 잘 받는 전직 리포터에게 자신의 전지전능한 힘을 주고, 얼마나 더 나은 세상을 만들 수 있는지 보자고 한다.이게 꿈인가 생신가, 자신의 능력을 시험해본 브루스는 자신에게 주어진 힘이 악몽도 환상도 아님을 알게 되고, 무엇이든 마음대로 할 수 있는",짐 캐리,모건 프리먼,제니퍼 애니스턴,필립 베이커 홀,
20000119,트라이어드,Shanghai Triad,드라마,중국,20000325,맥자선,http://cfile77.uf.daum.net/C110x160/112E113B4E15677C33B845,"말단 경찰인 마이크는 야간 순찰 중이던 어느 날 레스토랑에서 범죄자들의 총격전에 휘말린다. 이 사건으로 범죄자들은 모두 죽고 마이크는 과잉대응으로 경찰에서 문책을 받는다. 정직기간동안 마이크는 그의 애인 아지와 함께 레스토랑을 찾는다. 그 곳에선 신문사와 영화사를 거느린 갑부이자, 실제로는 트라이어드 조직의 최고 보스인 임경천이 조촐한 파티를 열고 있었다. 임경천의 아내 폴린은 도박중독으로 틈만 나면 마카오에 들러 도박에 빠지곤 한다. 파티도중 임경천은 조직의 배신자를 처단하고 이 사건을 우연히 목격하게 된 마이크에게 입막음의 대가로 거액을 건네준다. 마이크는 돈의 유혹도 뿌리칠 수 없었지만 임경천의 아내의 섹스어필한 매력에 완전히 빠져들고 만다. 상부로부터 다시 연락을 받은 마이크. 그는 비밀경찰로 활동하라는 새로운 지시를 받는다. 그의 임무는 홍콩의 조직 보스들을 검거하는 일로, 그들의 조직으로 직접 투입되어야만 하는 것. 그들의 조직에 들어갈 기회를 노리며 술집의 주차 담당으로 일하던 그는 임경천의 아내 폴린이 위험에 처했을 때 도와준 것을 계기로 임경천과 다시 조우한다. 강렬한 인상으로 임경천의 마음에 들게 된 그는 임경천의 부하로 일하게 된다. 뛰어난 무술실력은 물론 강력한 추진력과 판단력으로 승승장구하는 마이크는 어느새 임경천의 오른팔인 척과 함께 임경천이 가장 신뢰하는 부하로 오르게 된다.마이크는 임경천에게 불손한 태도를 보이고 조직내 갈등을 야기한 하부조직의 보스인 매디를 처리하라는 암묵적 지시를 받는데, 매디의 부하로 청이 있음을 알게 된다. 친구이자 애인의 오빠이기도 한 청도 비밀경찰로 일하고 있었던 것이다. 둘은 서로를 모르는 척하며 마이크는 경찰병력을 이용해 매디를 제거해버린다. 서서히 조직의 검은 유혹에 말려드는 마이크. 그는 이제 자신이 경찰이라는 사실을 망각하고 점점 조직 내에서 출세하기만을 바란다. 그 과정에서 청의 비밀경찰 신분이 노출되자 이에 위험을 느낀 마이크는 친구인 청도 잔인하게 죽여버린다. 한편, 폴린은 마이크의 젊은 혈기에 이끌리고 있었고, 폴린의 납치사건을 마이크가 처리하면서 둘은 뜨거운 사이가 된다. 조금씩 달라지는 아내의 변화에 이상한 느낌을 갖는 임경천. 마이크는 점점 자신의 위치가 커나가자 트라이어드 조직의 NO.1이 되고자 하는 야심마저 갖게 된다. 그는 자신을 비밀 경찰로 투입시킨 상관마저 살해해 버린다. 이제 그가 경찰임을 알고있는 사람은 없다. 드디어 그는 몇몇 부하들을 동원해 임경천을 납치하고, 쿠데타를 일으키는데.",오언조,관수미,증지위,장권,
20070382,우리 생애 최고의 순간,Forever The Moment,드라마,한국,20080110,임순례,http://cfile189.uf.daum.net/C110x160/116F1B10ACD979FA549074,"전반전>> 노장 선수들, 올림픽의 영광을 재현하기 위해 코트로 귀환하다!대한민국 올림픽 2연패의 주역인 최고의 핸드볼 선수 미숙(문소리 분). 그러나 온 몸을 바쳐 뛴 소속팀이 해체되자, 그녀는 인생의 전부였던 핸드볼을 접고 생계를 위해 대형 마트에서 일하게 된다. 이때 일본 프로팀의 잘나가는 감독으로 활약하고 있던 혜경(김정은 분)은 위기에 처한 한국 국가대표팀의 감독대행으로 귀국한다. 팀의 전력을 보강하기 위해 그녀는 자신의 오랜 동료이자 라이벌인 미숙을 비롯한 과거의 영광을 재현할 노장 선수들을 하나 둘 불러모은다. 후반전>> 여자라서 안돼?!혜경은 초반부터 강도 높은 훈련으로 전력 강화에 힘쓰지만 그녀의 독선적인 스타일은 개성 강한 신진 선수들과 불화를 야기하고 급기야 노장 선수들과 신진 선수들간의 몸싸움으로까지 번진다. 이에 협회위원장은 선수들과의 불화와 여자라는 점을 문제 삼아 혜경을 감독대행에서 경질시키고 세계적인 스타 플레이어 안승필(엄태웅 분)을 신임 감독으로 임명한다. 무엇보다 자존심이 중요했던 혜경이지만, 미숙의 만류와 일본으로 돌아갈 수도 없는 상황에서 감독이 아닌 선수로 팀에 복귀해 명예 회복에 나선다. 연장전>> 나이가 많아서 안돼?!화려했던 선수 생활을 뒤로하고 이제 감독으로의 성공적인 전향을 꿈꾸는 승필. 그는 선수들을 배려하지 않은 과학적인 프로그램과 유럽식 훈련 방식을 무리하게 도입해 한국형 핸드볼이 몸에 익은 노장 선수들과 갈등을 유발하고 오히려 대표팀의 전력마저 저하시킨다. 심지어 혜경과의 갈등으로 미숙 마저 태릉을 떠나버리고 대표팀은 남자고등학생 선수들과의 평가전에서도 졸전을 펼친다. 승부 던지기>> 넌 안돼 라고 말하는 세상에 함께 맞선 그녀들, 마지막 코트 위의 꿈에 도전하다!미숙의 무단이탈을 문제 삼아 엔트리에서 제외하겠다고 공표하는 승필. 안타까운 혜경은 불암산 등반 훈련에서 자신이 먼저 완주하면 미숙의 엔트리 자격 박탈을 철회해 줄 것을 요구한다. 혜경은 미숙을 위해 죽을 힘을 다해 달리고 승필은 그런 그녀에게 지지 않으려고 이를 악물고 뛰는데… 결국 혜경을 비롯한 노장 선수들의 노력으로 미숙은 다시 대표팀에 합류하게 되고, 승필과 신진 선수들도 그녀들의 핸드볼에 대한 근성과 마지막까지 자신들의 꿈에 도전하려는 투지를 인정하게 된다. 마침내 최고의 팀웍으로 뭉친 그들은 다시 한번 세계 재패의 위업을 달성하기 위해 아테네로 향한다. 세계의 이목이 집중되는 순간! 핸드볼에 인생을 걸었던 그녀들의",문소리,김정은,엄태웅,김지영,
20060040,브로크백 마운틴,Brokeback Mountain,드라마,미국,20060301,이안,http://cfile189.uf.daum.net/C110x160/14110210A8FF68874378FF,"20년간 짧은 만남과 긴 그리움을 반복하면서진실한 사랑을 이루어낸 두 남자의 위대한 러브스토리영원히 녹지 않는 만년설처럼 영원히 간직될 사랑의 시작눈덮인 산봉우리 아래 한없이 펼쳐진 푸른 초원, 그 위로 수천 마리의 양떼가 장관을 이루고 있는 8월의 록키산맥 브로크백 마운틴. 이곳의 양떼 방목장에서 여름 한 철 함께 일하게 된 갓 스물의 두 청년 에니스(히스 레저 분)와 잭(제이크 질렌할 분)은 오랜 친구처럼 서로에게 마음을 터놓는 사이가 된다. 밤낮으로 함께 일하며 대자연의 품에서 깊어져간 그들의 우정은 친구 사이의 친밀함 이상으로 발전해간다. 그들 앞에 놓인 낯선 감정의 실체가 무엇인지도 알지 못하고 혼란에 휩싸인 채, 한 여름의 짧은 방목철이 끝나자 두 사람은 다시 만날 기약도 없이 각자의 삶으로 돌아간다.이루어질 수 없는 사랑, 20년간의 짧은 만남과 긴 그리움의 반복 에니스는 약혼녀 알마(미셸 윌리엄스 분)와 결혼하여 두 딸의 아버지가 된다. 로데오 경기에 참가했다가 미모의 부자집 딸 로린(앤 해서웨이 분)을 만나 결혼한 잭은 텍사스에 정착하여 장인의 사업을 거들며 살아간다. 그렇게 4년이 흐른 후, 에니스는 잭에게서 엽서 한 장을 받는다. 그 엽서는 에니스에게 그간 잊고살았던 브로크백에서의 그 낯선 감정을 다시 불러일으킨다. 4년 만에 다시 만난 두 사람은 단번에 브로크백에서 서로에게 가졌던 그 감정이 일시적인 것이 아니었음을 알게 되고 억제할 수 없는 열정에 휩싸인다. 그러나 그들의 관계가 알려지면 목숨까지도 위태로워질 수 있는 보수적인 사회에서 할 수 있는 것이라곤 고작 1년에 한 두 번 브로크백에서 캠핑을 하는 정도. 그렇게 20년간을 짧은 만남과 긴 그리움을 반복하며 그들은 이루어질 수 없는 사랑에 고통스러워한다. 죽은 친구의 소원을 풀어주기 위해 떠난 여정 속에서 새롭게 깨닫는 사랑의 진실언제 끝날지 모르지만 가능한 한 오랫동안 조심스럽게 관계를 유지하며 가장의 역할에 충실하고 싶어하는 에니스. 아무리 무모하다 해도 두 사람만의 새로운 삶을 시작해 보고 싶어하는 잭. 입장은 달랐지만 서로를 향한 애틋한 마음만은 한결같았던 두 사람의 관계는 잭이 의문의 죽음을 당함으로써 새로운 전기를 맞게 된다. 브로크백 마운틴에 묻히고 싶어했다는 잭의 소원을 풀어주기 위해 그의 고향집을 찾아간 에니스는 잭의 방에서 그가 보물처럼 평생 소중하게 간직해온 뜻밖의 물건을 발견하고 놀라운 사실을 깨닫게 되는데…",히스 레저,제이크 질렌할,미셸 윌리엄스,앤 해서웨이,
20050225,찰리와 초콜릿 공장,Charlie And The Chocolate Factory,코미디,미국,20050916,팀 버튼,http://cfile189.uf.daum.net/C110x160/14110210A907CB82C1BD9D,"신비한 수수께끼를 간직한 웡카의 초콜릿 공장전 세계 누구에게나 사랑 받는 세계 최고의 초콜릿 공장인 ‘윌리 웡카 초콜릿 공장’.매일 엄청난 양의 초콜릿을 생산해 세계 각국으로 운반하고 있지만 그 누구도 공장을 드나 드는 사람을 본 적이 없는 비밀의 공간이다.공장보다 더 신비로운 수수께끼는 초콜릿 공장의 공장장인 윌리 웡카(조니 뎁)라는 인물.들리는 소문에 의하면 웡카는 몇 년 동안 공장 밖으로 나가본 적도 없다고 한다. 그가 어떤 사람이고, 왜 초콜릿 만드는 일에 모든 것을 걸고 있는지 모두들 궁금해 할 뿐이다.어느 날, 윌리 웡카가 5개의 웡카 초콜릿에 감춰진 행운의 '황금티켓'을 찾은 어린이 다섯 명에게 자신의 공장을 공개하고 그 모든 제작과정의 비밀을 보여주겠다는 선언을 한다. 이제 전 세계 어린이들은 황금티켓을 찾기 위한 노력을 시작한다. 윌리 웡카의 황금티켓을 찾아라엄마, 아빠, 할머니, 할아버지들과 함께 초콜릿 공장 바로 옆, 다 쓰러져 갈듯한 작은 오두막집에서 살고 있는 찰리(프레디 하이모어) 역시 초콜릿 공장에 가고 싶은 건 마찬가지.찰리는 매일 밤 잠들기 전 공장 안이 어떻게 생겼을 지를 상상하며 잠이 들곤 했다. 하지만 찰리는 1년에 단 한번, 자신의 생일에 딱 한 개의 웡카 초콜릿을 먹을 수 있기 때문에 당첨될 확률은 거의 희박했다.한편, 세계 각국에서 행운의 당첨자들이 속속 나타나기 시작했다.첫 번째 당첨자는 독일의 먹보 소년 아우구스투스. 언제나 초콜릿을 입에 달고 사는 소년이다. 두 번째 행운은 뭐든지 원하는 건 손에 넣어야 직성이 풀리는 부잣집 딸 버루카에게, 세 번째는 껌 씹기 대회 챔피언인 바이올렛에게 돌아간다. 네 번째 주인공인 마이크는 자신이 얼마나 똑똑한지를 세상에 과시하기 위해 도전에 응해 목적을 달성한 집념의 소유자다.그리고 마지막!! 눈 쌓인 거리에서 우연히 돈을 주워 웡카 초콜릿을 산 찰리가 다섯 번째 황금 티켓을 발견한 주인공이 되었다!! 초콜릿 강이 흐르고 사탕이 익어가는 세상에서 가장 달콤한 환상의 세계웡카의 초콜릿 공장에 들어간 찰리는 눈앞에 펼쳐지는 놀라운 광경들에 입을 다물지 못한다.한쪽엔 초콜릿 폭포가 흐르고 그 옆에선 쾌활한 움파 룸파 족들이 거대한 초콜릿 과자 산에 삽질을 하거나, 용머리 모양을 한 설탕 보트를 타고 초콜릿 강을 건너간다. 초콜릿 강가에는 꽈배기 사탕이 열리는 나무와 민트 설탕 풀이 자라고 있고 덤불 속에선 머쉬멜로우 체리크림",조니 뎁,프레디 하이모어,데이비드 켈리,헬레나 본햄 카터,
